"","title","artist","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","duration_sec","like"
"961","Michael Jordan","Kendrick Lamar",0.0759,0.713,0.803,0,9,0.129,-5.311,1,0.287,153.987,4,0.522,350.699,"0"
"962","Real","Kendrick Lamar",0.0268,0.664,0.459,0,1,0.654,-12.277,1,0.18,99.925,4,0.176,443.413,"0"
"963","Sherane a.k.a Master Splinter’s Daughter","Kendrick Lamar",0.501,0.575,0.509,0.00822,1,0.12,-11.044,1,0.507,82.656,4,0.312,273.64,"0"
"964","These Walls","Kendrick Lamar",0.114,0.704,0.487,2.65e-06,5,0.229,-5.536,0,0.113,107.926,4,0.382,300.973,"0"
"965","TiK ToK","Kesha",0.0746,0.755,0.832,1.27e-06,2,0.291,-2.741,0,0.116,120.032,4,0.735,199.693,"0"
"966","We R Who We R","Kesha",0.00709,0.734,0.821,0.00281,8,0.127,-4.893,1,0.0406,119.993,4,0.648,204.15,"0"
"967","Your Love Is My Drug","Kesha",0.0049,0.829,0.607,0,1,0.0986,-3.876,1,0.0897,120.044,4,0.766,187.067,"0"
"968","Ashin’ Kusher","Kid Cudi",0.731,0.857,0.635,0.000483,10,0.102,-5.787,1,0.205,92.986,4,0.559,228.493,"0"
"969","Up Up & Away","Kid Cudi",0.0727,0.66,0.875,3.74e-05,10,0.358,-6.057,0,0.0889,120.034,4,0.611,227.347,"0"
"970","Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix / Radio Edit","Lana Del Rey",0.0153,0.564,0.811,8.72e-06,1,0.125,-5.734,0,0.0513,126.007,4,0.114,214.912,"0"
"971","Bleeding Love","Leona Lewis",0.188,0.638,0.656,0,5,0.146,-5.886,1,0.0357,104.036,4,0.225,262.467,"0"
"972","Freaky Friday (feat. Chris Brown)","Lil Dicky",0.147,0.755,0.599,0,8,0.109,-5.042,1,0.224,133.123,4,0.755,216.632,"0"
"973","How To Love","Lil Wayne",0.000189,0.66,0.66,2.65e-06,11,0.118,-6.234,1,0.0527,154.001,4,0.255,240.307,"0"
"974","John","Lil Wayne",0.0138,0.552,0.826,0,1,0.113,-4.411,0,0.154,154.971,4,0.402,286.973,"0"
"975","Mirror","Lil Wayne",0.856,0.326,0.649,0,5,0.101,-7.112,0,0.136,75.022,4,0.341,228.093,"0"
"976","She Will","Lil Wayne",0.00049,0.342,0.844,0,8,0.261,-4.869,1,0.108,92.083,5,0.0675,305.84,"0"
"977","One Night","Lil Yachty",0.366,0.762,0.476,0,0,0.103,-12.686,1,0.114,130.007,4,0.375,243.27,"0"
"978","Start It Up - feat. Kanye West, Swizz Beatz, Ryan Leslie, & Fabolous","Lloyd Banks",0.0935,0.446,0.87,0,1,0.437,-4.683,1,0.318,161.79,4,0.438,289.52,"0"
"979","Party Rock Anthem","LMFAO",0.0235,0.739,0.725,0,1,0.257,-4.153,1,0.165,130.024,4,0.362,262.173,"0"
"980","Sexy And I Know It","LMFAO",0.115,0.698,0.875,0,7,0.166,-4.164,1,0.322,129.986,4,0.734,199.48,"0"
"981","Shots","LMFAO",0.0118,0.823,0.826,1.93e-06,1,0.205,-2.055,1,0.0514,127.996,4,0.187,222.133,"0"
"982","Green Light","Lorde",0.0166,0.598,0.731,1.58e-05,9,0.0794,-7.776,1,0.106,128.851,4,0.229,234.653,"0"
"983","Million Dollar Bills","Lorde",0.249,0.689,0.551,0.0202,10,0.226,-6.403,0,0.0916,81.98,4,0.464,138.211,"0"
"984","Royals","Lorde",0.105,0.634,0.427,0,7,0.132,-9.543,1,0.138,84.849,4,0.325,190.185,"0"
"985","Macarena","Los Del Rio",0.422,0.927,0.721,4.36e-05,8,0.0422,-12.561,1,0.0908,103.018,4,0.965,249.382,"0"
"986","Kick, Push","Lupe Fiasco",0.164,0.652,0.809,0,5,0.175,-5.276,1,0.17,94.786,4,0.512,254.466,"0"
"987","Missed Calls","Mac Miller",0.643,0.558,0.535,0,5,0.101,-10.37,1,0.162,169.912,4,0.463,178.903,"0"
"988","Party On Fifth Ave.","Mac Miller",0.0635,0.594,0.823,0,9,0.095,-5.21,1,0.332,97.101,4,0.663,173.516,"0"
"989","Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",0.0291,0.641,0.922,0,2,0.0862,-4.457,1,0.0786,146.078,4,0.847,258.343,"0"
"990","Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis",0.0619,0.781,0.526,0,6,0.0457,-6.985,0,0.293,94.992,4,0.662,235.613,"0"
"991","Rude","MAGIC!",0.0435,0.743,0.807,0,1,0.309,-3.78,1,0.0364,144.062,4,0.899,224.773,"0"
"992","Love Somebody","Maroon 5",0.127,0.681,0.75,0,1,0.118,-6.257,1,0.0392,119.97,4,0.451,229.827,"0"
"993","Maps","Maroon 5",0.0183,0.745,0.714,0,1,0.0636,-5.501,0,0.0302,120.025,4,0.853,189.959,"0"
"994","Moves Like Jagger - Studio Recording From The Voice Performance","Maroon 5",0.0106,0.714,0.748,0,11,0.325,-4.471,0,0.0546,128.03,4,0.586,201.16,"0"
"995","One More Night","Maroon 5",0.0539,0.713,0.798,0,5,0.0969,-3.423,0,0.0338,92.986,4,0.659,219.467,"0"
"996","Payphone","Maroon 5",0.0198,0.74,0.746,0,4,0.363,-4.696,1,0.0424,110.01,4,0.505,231.387,"0"
"997","This Love","Maroon 5",0.0535,0.711,0.849,0,5,0.113,-4.634,0,0.0383,95.041,4,0.776,206.2,"0"
"998","Lovesick Blues","Mason Ramsey",0.77,0.714,0.62,0,2,0.142,-2.742,1,0.0283,126.049,4,0.51,171.04,"0"
"999","All About That Bass","Meghan Trainor",0.0476,0.811,0.879,1.91e-06,9,0.109,-3.724,1,0.0514,134.064,4,0.962,188.754,"0"
"1000","Lips Are Movin","Meghan Trainor",0.0506,0.775,0.825,1.03e-06,7,0.111,-5.402,1,0.0464,139.091,4,0.95,182.667,"0"
"1001","Beat It - Single Version","Michael Jackson",0.0491,0.779,0.867,7.98e-06,3,0.197,-3.704,0,0.0457,138.858,4,0.915,258.04,"0"
"1002","Don't Stop 'Til You Get Enough - Single Version","Michael Jackson",0.126,0.878,0.821,0.0461,11,0.183,-9.875,1,0.089,118.881,4,0.947,365.467,"0"
"1003","How Many Drinks?","Miguel",0.00311,0.379,0.608,0.000614,0,0.248,-7.011,0,0.134,81.822,4,0.241,272.987,"0"
"1004","Party In The U.S.A.","Miley Cyrus",0.00124,0.454,0.708,0.000181,10,0.0679,-4.526,0,0.0675,192.18,4,0.483,202.067,"0"
"1005","The Climb","Miley Cyrus",0.0882,0.326,0.625,0,4,0.0989,-6.417,1,0.0343,160.542,4,0.368,236.067,"0"
"1006","We Can't Stop","Miley Cyrus",0.00882,0.613,0.622,0,1,0.37,-5.794,0,0.0334,80.003,4,0.484,231.24,"0"
"1007","Wrecking Ball","Miley Cyrus",0.407,0.53,0.422,0,5,0.107,-6.262,1,0.0342,119.964,4,0.349,221.36,"0"
"1008","Awake My Soul","Mumford & Sons",0.0621,0.262,0.466,0.0273,2,0.0913,-9.785,1,0.0341,85.522,1,0.254,255.827,"0"
"1009","I Will Wait","Mumford & Sons",0.0165,0.488,0.752,0.00541,1,0.301,-5.131,1,0.0323,131.221,4,0.445,276.72,"0"
"1010","Little Lion Man","Mumford & Sons",0.0276,0.519,0.512,8.78e-05,5,0.0976,-7.986,1,0.0282,138.596,4,0.441,246.973,"0"
"1011","Hot In Herre","Nelly",0.218,0.965,0.736,0,9,0.0595,-5.005,0,0.144,107.07,4,0.921,228.227,"0"
"1012","Just A Dream - Main","Nelly",0.0413,0.554,0.764,0,1,0.123,-6.129,1,0.031,90,4,0.0991,237.8,"0"
"1013","Ride Wit Me","Nelly",0.0668,0.854,0.692,0,7,0.247,-6.625,1,0.0479,101.865,4,0.753,291.782,"0"
"1014","Animal","Neon Trees",0.000392,0.486,0.831,0,5,0.363,-5.5,1,0.0506,148.026,4,0.8,212.293,"0"
"1015","Come As You Are","Nirvana",0.000182,0.505,0.825,0.000948,4,0.0855,-5.721,0,0.0401,119.987,4,0.541,218.92,"0"
"1016","Smells Like Teen Spirit","Nirvana",2.86e-05,0.516,0.906,0.000101,1,0.105,-4.525,1,0.0658,116.775,4,0.728,301.92,"0"
"1017","Troublemaker","Olly Murs",0.02,0.761,0.856,0,0,0.149,-3.65,0,0.0731,106.009,4,0.967,185.2,"0"
"1018","Best Song Ever","One Direction",0.0227,0.652,0.877,0,1,0.0789,-2.986,1,0.0465,118.491,4,0.486,200.107,"0"
"1019","What Makes You Beautiful","One Direction",0.00851,0.726,0.778,0,4,0.082,-2.483,1,0.0784,125,4,0.868,198.84,"0"
"1020","Apologize","OneRepublic",0.348,0.591,0.718,0.000118,8,0.107,-6.025,1,0.0368,117.995,4,0.468,208.107,"0"
"1021","Counting Stars","OneRepublic",0.0649,0.663,0.714,0,1,0.116,-4.944,0,0.038,121.99,4,0.468,257.84,"0"
"1022","Secrets","OneRepublic",0.098,0.515,0.767,0,2,0.121,-6.199,1,0.0352,148.024,4,0.38,224.693,"0"
"1023","Ms. Jackson","OutKast",0.142,0.843,0.805,0,4,0.0771,-5.946,0,0.269,94.946,4,0.615,270.507,"0"
"1024","Fireflies","Owl City",0.0294,0.591,0.649,0,3,0.133,-6.72,1,0.0417,90.002,4,0.489,228.347,"0"
"1025","Good Time","Owl City",0.0314,0.559,0.882,1.71e-05,3,0.605,-4.281,1,0.157,126.064,4,0.634,205.933,"0"
"1026","Let Her Go","Passenger",0.365,0.479,0.545,0,7,0.0963,-7.346,1,0.0688,74.897,4,0.244,252.733,"0"
"1027","Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",0.363,0.777,0.52,0,11,0.064,-8.766,1,0.0338,94.665,4,0.741,227.653,"0"
"1028","In The Air Tonight","Phil Collins",0.669,0.597,0.313,6.23e-06,2,0.0734,-10.791,0,0.0265,94.987,4,0.357,333.12,"0"
"1029","Home","Phillip Phillips",0.023,0.607,0.816,1.16e-05,0,0.136,-6.02,1,0.0306,121.029,4,0.355,210.173,"0"
"1030","Castle Made Of Sand","Pitbull",0.0141,0.444,0.92,3.94e-06,1,0.186,-3.621,0,0.0608,99.327,4,0.349,228.027,"0"
"1031","Hey Baby (Drop It to the Floor)","Pitbull",0.0435,0.595,0.913,0,10,0.259,-3.428,0,0.0884,128.021,4,0.762,234.453,"0"
"1032","International Love","Pitbull",0.0124,0.669,0.855,0,0,0.335,-3.035,0,0.0499,120.045,4,0.648,227.28,"0"
"1033","My Kinda Girl","Pitbull",0.0393,0.61,0.846,0,0,0.101,-4.917,1,0.0908,138.984,4,0.501,220.36,"0"
"1034","Rain Over Me","Pitbull",0.00416,0.61,0.906,0,0,0.758,-2.117,1,0.0647,127.917,4,0.294,231.573,"0"
"1035","Shake Senora","Pitbull",0.134,0.685,0.944,0,5,0.362,-5.19,1,0.34,128.013,4,0.543,214.827,"0"
"1036","Let England Shake","PJ Harvey",0.428,0.363,0.591,0.00081,5,0.212,-8.226,1,0.0348,162.31,4,0.139,189.28,"0"
"1037","Gangnam Style (강남스타일)","PSY",0.0055,0.736,0.939,0,11,0.0905,-2.812,0,0.284,132.07,4,0.761,219.493,"0"
"1038","Another One Bites The Dust","Queen",0.115,0.951,0.53,0.179,5,0.17,-6.594,0,0.178,109.979,4,0.699,214.653,"0"
"1039","We Will Rock You - Remastered 2011","Queen",0.688,0.692,0.488,0,11,0.4,-7.282,0,0.104,81.4,4,0.51,122.067,"0"
"1040","Bump n' Grind","R. Kelly",0.0984,0.621,0.481,0,11,0.241,-8.016,1,0.0371,65.004,4,0.679,256.133,"0"
"1041","I Believe I Can Fly","R. Kelly",0.241,0.55,0.444,0,7,0.187,-7.588,1,0.0292,120.179,4,0.0438,320.667,"0"
"1042","Californication","Red Hot Chili Peppers",0.0021,0.592,0.767,0.00165,9,0.127,-2.788,0,0.027,96.483,4,0.328,329.733,"0"
"1043","Dani California","Red Hot Chili Peppers",0.017,0.553,0.865,1.05e-05,9,0.267,-4.751,0,0.0409,96.161,4,0.735,283,"0"
"1044","Under The Bridge","Red Hot Chili Peppers",0.0576,0.559,0.345,0.000105,4,0.141,-13.496,1,0.0459,84.581,4,0.458,264.307,"0"
"1045","California King Bed","Rihanna",0.261,0.464,0.606,0,7,0.136,-3.85,1,0.0371,169.81,4,0.322,251.6,"0"
"1046","Diamonds","Rihanna",0.00118,0.555,0.709,0,11,0.113,-4.928,0,0.0452,91.982,4,0.387,225.147,"0"
"1047","Don't Stop The Music","Rihanna",0.0446,0.853,0.676,3.37e-05,6,0.0514,-5.533,0,0.0715,122.65,4,0.551,267.08,"0"
"1048","Only Girl (In The World)","Rihanna",0.114,0.781,0.721,8.11e-06,11,0.0735,-4.167,0,0.0414,125.896,4,0.618,235.493,"0"
"1049","Take A Bow","Rihanna",0.242,0.705,0.469,0,9,0.104,-7.46,1,0.0771,82.009,4,0.552,229.413,"0"
"1050","Umbrella","Rihanna",0.0117,0.579,0.821,0,1,0.0631,-4.616,1,0.152,174.063,4,0.551,275.987,"0"
"1051","Umbrella","Rihanna",0.00864,0.583,0.829,0,1,0.0426,-4.603,1,0.134,174.028,4,0.575,275.987,"0"
"1052","We Found Love","Rihanna",0.025,0.734,0.766,0.00138,1,0.108,-4.485,1,0.0383,127.986,4,0.6,215.227,"0"
"1053","You Da One","Rihanna",0.503,0.702,0.715,2.44e-05,5,0.126,-5.377,0,0.0425,127.05,4,0.863,200.013,"0"
"1054","Her Diamonds","Rob Thomas",0.0159,0.555,0.924,0,7,0.075,-4.93,1,0.0604,87.606,4,0.865,280,"0"
"1055","Blurred Lines","Robin Thicke",0.00373,0.862,0.608,6.14e-06,7,0.0856,-4.762,1,0.0402,120.002,4,0.836,263.827,"0"
"1056","I'm Not The Only One","Sam Smith",0.531,0.678,0.497,1.48e-05,5,0.0776,-5.761,1,0.0376,81.984,4,0.506,239.317,"0"
"1057","Lay Me Down","Sam Smith",0.922,0.473,0.192,0,4,0.106,-10.979,1,0.0417,125.152,4,0.335,219.536,"0"
"1058","Stay With Me","Sam Smith",0.603,0.43,0.428,0.000118,0,0.11,-6.416,1,0.0407,84.222,4,0.137,172.724,"0"
"1059","Hips Don't Lie","Shakira",0.284,0.778,0.824,0,10,0.405,-5.892,0,0.0712,100.024,4,0.756,218.093,"0"
"1060","Cheap Thrills","Sia",0.0472,0.628,0.698,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,0.732,211.667,"0"
"1061","Bangarang (feat. Sirah)","Skrillex",0.0145,0.716,0.972,3.22e-05,7,0.317,-2.302,1,0.196,110.026,4,0.576,215.253,"0"
"1062","HUMBLE. - SKRILLEX REMIX","Skrillex",0.00778,0.898,0.935,3.63e-05,11,0.217,-2.744,1,0.291,150.016,4,0.884,156.8,"0"
"1063","Purple Lamborghini (with Rick Ross)","Skrillex",0.0019,0.457,0.899,0,10,0.831,-2.591,0,0.132,147.268,4,0.298,215.51,"0"
"1064","Would You Ever","Skrillex",0.0079,0.653,0.91,0,10,0.318,-3.36,1,0.0566,126.047,4,0.0921,234.286,"0"
"1065","Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg",0.0897,0.553,0.652,0,0,0.111,-6.685,1,0.206,94.505,4,0.551,207.347,"0"
"1066","Chasing Cars","Snow Patrol",0.193,0.557,0.609,7.69e-05,9,0.135,-4.463,1,0.0259,104.01,4,0.172,267.933,"0"
"1067","Kiss Me Thru The Phone","Soulja Boy",0.0175,0.761,0.724,0,7,0.116,-3.818,1,0.111,149.936,4,0.815,193.387,"0"
"1068","Eye of the Tiger","Survivor",0.132,0.817,0.599,0.000311,0,0.0873,-9.249,0,0.0328,108.873,4,0.548,245.64,"0"
"1069","Bartender","T-Pain",0.0611,0.675,0.394,0,8,0.214,-8.539,1,0.133,104.987,4,0.405,238.8,"0"
"1070","Best Love Song","T-Pain",0.0452,0.583,0.712,0,7,0.174,-6.618,1,0.054,159.901,4,0.69,195.987,"0"
"1071","Dead And Gone (feat. Justin Timberlake)","T.I.",0.0402,0.713,0.746,0,0,0.601,-4.99,1,0.259,135.021,4,0.47,299.747,"0"
"1072","Live Your Life (feat. Rihanna)","T.I.",0.071,0.375,0.862,0,11,0.211,-3.363,0,0.255,159.841,4,0.478,338.853,"0"
"1073","My Life Your Entertainment (feat. Usher)","T.I.",0.000522,0.417,0.743,0,4,0.476,-5.607,0,0.249,159.193,4,0.423,296.667,"0"
"1074","Swagga Like Us (feat. Kanye West & Lil' Wayne)","T.I.",0.00163,0.58,0.817,0,4,0.118,-5.009,1,0.214,89.008,4,0.238,327.667,"0"
"1075","What Up, What's Haapnin'?","T.I.",0.0127,0.416,0.854,0,1,0.416,-4.34,1,0.0908,142.948,4,0.102,301.293,"0"
"1076","Whatever You Like","T.I.",0.0161,0.68,0.687,0,9,0.261,-6.162,0,0.0709,150.053,4,0.467,249.533,"0"
"1077","Dynamite","Taio Cruz",0.00622,0.75,0.78,0,4,0.0263,-3.155,1,0.0898,119.985,4,0.824,203.867,"0"
"1078","Chocolate","The 1975",0.00391,0.591,0.94,0,11,0.383,-4.341,1,0.0522,100.043,4,0.676,224.64,"0"
"1079","If I Die Young","The Band Perry",0.402,0.594,0.502,0,4,0.287,-6.564,1,0.0281,130.674,4,0.314,222.773,"0"
"1080","Surfin' U.S.A. - Remastered","The Beach Boys",0.661,0.55,0.854,0,3,0.112,-5.968,1,0.036,159.231,4,0.965,149.373,"0"
"1081","Come Together - Remastered 2009","The Beatles",0.0302,0.533,0.376,0.248,9,0.0926,-11.913,0,0.0393,165.007,4,0.187,259.947,"0"
"1082","Eight Days A Week - Remastered 2015","The Beatles",0.265,0.636,0.677,0,9,0.215,-5.605,1,0.0316,138.707,4,0.837,163.32,"0"
"1083","Eleanor Rigby - Remastered 2015","The Beatles",0.916,0.605,0.314,0,0,0.359,-7.631,1,0.0327,138.148,4,0.836,125.867,"0"
"1084","Hello, Goodbye - Remastered 2015","The Beatles",0.402,0.498,0.806,5.74e-06,0,0.525,-5.284,1,0.0265,99.396,4,0.664,207.787,"0"
"1085","Hey Jude - Remastered 2015","The Beatles",0.0112,0.386,0.607,1.38e-05,10,0.088,-7.7,1,0.0261,147.207,4,0.532,425.653,"0"
"1086","I Want To Hold Your Hand - Remastered 2015","The Beatles",0.386,0.49,0.715,0,7,0.311,-5.549,1,0.0476,130.726,4,0.866,145.747,"0"
"1087","Taxman - Remastered 2009","The Beatles",0.0101,0.469,0.596,0,7,0.321,-8.348,1,0.0749,133.586,4,0.783,158.853,"0"
"1088","While My Guitar Gently Weeps - Remastered","The Beatles",0.0205,0.453,0.654,0.00395,4,0.172,-8.855,0,0.0317,115,4,0.702,285,"0"
"1089","Boom Boom Pow","The Black Eyed Peas",0.15,0.869,0.851,0.000873,9,0.136,-6.201,1,0.0827,130.09,4,0.395,251.44,"0"
"1090","I Gotta Feeling","The Black Eyed Peas",0.0823,0.741,0.748,0,0,0.34,-6.299,1,0.0264,127.965,4,0.6,289.133,"0"
"1091","Imma Be","The Black Eyed Peas",0.184,0.619,0.539,0,0,0.288,-6.9,1,0.387,145.618,0,0.424,257.56,"0"
"1092","Pump It","The Black Eyed Peas",0.0109,0.646,0.923,0,9,0.746,-3.108,1,0.169,153.659,4,0.74,213.067,"0"
"1093","Rock That Body","The Black Eyed Peas",0.0197,0.713,0.898,2.62e-05,2,0.435,-6.009,0,0.111,124.976,4,0.858,268.84,"0"
"1094","Where Is The Love?","The Black Eyed Peas",0.104,0.835,0.706,0,5,0.137,-3.219,1,0.193,94.086,4,0.843,272.533,"0"
"1095","London Calling - Remastered","The Clash",0.123,0.651,0.801,0,0,0.0825,-7.34,1,0.0513,133.763,4,0.776,200.48,"0"
"1096","Should I Stay or Should I Go - Remastered","The Clash",0.079,0.742,0.833,0,2,0.384,-6.463,1,0.115,113.375,4,0.816,188.987,"0"
"1097","How to Save a Life","The Fray",0.269,0.64,0.743,0,10,0.101,-4.08,1,0.0379,122.035,4,0.361,262.533,"0"
"1098","I Want You Back - Single Version","The Jackson 5",0.315,0.648,0.561,0.0672,8,0.077,-9.06,1,0.0313,98.257,4,0.96,175.653,"0"
"1099","Mo Money Mo Problems (feat. Mase & Puff Daddy) - 2014 Remastered Version","The Notorious B.I.G.",0.0128,0.845,0.884,2.1e-06,6,0.203,-4.506,0,0.0759,104.536,4,0.904,257.4,"0"
"1100","Notorious Thugs - 2014 Remastered Version","The Notorious B.I.G.",0.121,0.704,0.873,5.12e-06,11,0.24,-4.057,0,0.144,154.914,4,0.742,366.88,"0"
"1101","Starboy","The Weeknd",0.168,0.675,0.595,3.36e-06,7,0.136,-7.033,1,0.284,185.998,4,0.491,230.453,"0"
"1102","Baba O'Riley","The Who",0.287,0.494,0.722,0.186,5,0.283,-8.373,1,0.0347,117.312,4,0.156,300,"0"
"1103","I Like It, I Love It","Tim McGraw",0.0196,0.643,0.961,0,0,0.948,-5.298,1,0.0315,124.027,4,0.96,205.707,"0"
"1104","Un-Break My Heart","Toni Braxton",0.413,0.625,0.426,0,2,0.116,-8.392,0,0.0271,110.018,4,0.112,270.333,"0"
"1105","Hey, Soul Sister","Train",0.203,0.674,0.89,0,1,0.0819,-4.446,0,0.0459,97.02,4,0.737,216.773,"0"
"1106","Marry Me","Train",0.829,0.366,0.269,1.67e-05,0,0.108,-8.456,1,0.0287,86.577,4,0.492,205.453,"0"
"1107","Billionaire (feat. Bruno Mars)","Travie McCoy",0.297,0.633,0.673,0,6,0.206,-6.403,0,0.258,86.776,4,0.659,211.16,"0"
"1108","Antidote","Travis Scott",0.00767,0.713,0.526,0.000148,1,0.124,-5.046,1,0.032,131.05,4,0.131,262.693,"0"
"1109","goosebumps","Travis Scott",0.0847,0.841,0.728,0,7,0.149,-3.37,1,0.0484,130.049,4,0.43,243.837,"0"
"1110","Heathens","Twenty One Pilots",0.0841,0.732,0.396,3.58e-05,4,0.105,-9.348,0,0.0286,90.024,4,0.548,195.92,"0"
"1111","Heavydirtysoul","Twenty One Pilots",0.00397,0.613,0.873,0.00111,7,0.367,-6.376,0,0.0449,129.989,4,0.392,234.813,"0"
"1112","Lane Boy","Twenty One Pilots",0.0573,0.616,0.811,1.57e-05,7,0.0566,-4.804,1,0.0626,159.929,4,0.913,253.093,"0"
"1113","Ride","Twenty One Pilots",0.00835,0.645,0.713,0,6,0.113,-5.355,1,0.0393,74.989,4,0.566,214.507,"0"
"1114","Stressed Out","Twenty One Pilots",0.0462,0.734,0.637,2.29e-05,4,0.0602,-5.677,0,0.141,169.977,4,0.648,202.333,"0"
"1115","Rack City","Tyga",0.0471,0.927,0.328,1.54e-05,1,0.12,-10.969,1,0.374,98.95,4,0.22,203.2,"0"
"1116","DJ Got Us Fallin' In Love","Usher",0.0338,0.663,0.861,0,7,0.082,-3.398,0,0.109,119.963,4,0.654,220.8,"0"
"1117","My Boo","Usher",0.257,0.662,0.507,0,5,0.0465,-8.238,1,0.118,86.412,4,0.676,223.44,"0"
"1118","Yeah!","Usher",0.0183,0.894,0.791,0,2,0.0388,-4.699,1,0.112,105.018,4,0.583,250.373,"0"
"1119","Jump - 2015 Remastered Version","Van Halen",0.171,0.572,0.835,0.000376,0,0.0702,-6.219,1,0.0317,129.994,4,0.796,241.6,"0"
"1120","Riptide","Vance Joy",0.431,0.484,0.731,0,1,0.151,-6.694,1,0.0379,101.654,4,0.51,204.28,"0"
"1121","Ambition (feat. Meek Mill & Rick Ross)","Wale",0.398,0.42,0.744,8.54e-06,8,0.192,-5.033,1,0.396,161.792,4,0.324,302.547,"0"
"1122","By Any Means","Wale",0.0273,0.672,0.878,0,6,0.785,-3.911,1,0.305,77.003,4,0.536,263.253,"0"
"1123","Fitted Cap - feat. J Cole","Wale",0.0266,0.734,0.754,0,1,0.214,-5.002,1,0.365,142.697,4,0.372,273.587,"0"
"1124","Lotus Flower Bomb (feat. Miguel)","Wale",0.611,0.512,0.598,0,9,0.0881,-4.959,0,0.115,70.189,4,0.345,213.253,"0"
"1125","Teenage Dirtbag","Wheatus",0.36,0.617,0.84,8.85e-05,4,0.179,-4.063,1,0.0512,94.676,4,0.57,241.84,"0"
"1126","No Woman","Whitney",0.893,0.581,0.4,0.576,2,0.161,-8.739,1,0.0291,112.331,4,0.433,237.973,"0"
"1127","Black And Yellow","Wiz Khalifa",0.0646,0.684,0.834,0,2,0.271,-4.524,0,0.0675,164.02,4,0.538,217.667,"0"
"1128","Pop The Trunk","Yelawolf",0.129,0.913,0.666,0,2,0.109,-9.092,1,0.132,120.153,4,0.118,228.16,"0"
